,test data,actual topic,predicted topic
1841,"u.s. bank net free reserves 603 mln dlrs in two weeks to march 25, fed says
","('money-supply',)","('earn',)"
1842,"fcs <fcsi> receives merger proposal fcs laboratories said its investment banker, butcher and singer inc, received a preliminary merger proposal from another company in the healthcare field.     fcs said that if various aspects of the proposal are better defined, its board may consider it. fcs said merger negotiations with this other company have been continuing since late august.  reuter ;","('acq',)","('acq',)"
1843,"calny <clny> rejects pepsico acquisition offer calny inc said its board rejected as inadequate the unsolicited offer by pepsico inc <pep> subsidiary taco bell corp for all calny's outstanding common stock at 11.50 dlrs cash per share.     taco bell recently acquired 9.9 pct of calny's outstanding stock, calny said.     calny said it retained oppenheimer and co inc to consider various financial and strategic alternatives available to the company.  reuter ;","('acq',)","('acq',)"
1844,"usair <u> reports final proration factor usair group inc said, in announcing the final proration factor for its tender offer for piedmont aviation inc <pie>, that 17.0 mln shares, or 90 pct of the shares were validly tendered.     usair said it has purchased and will pay for 9.3 mln shares, representing about 55 pct of those tendered.  reuter ;","('acq',)","('acq',)"
1845,"investment crucial to u.s. textile recovery with more private investment, not more protection, the u.s. textile industry could become competitive with the most modern foreign producers, analysts from two congressional agencies said today.     the office of technology assessment, a nonpartisan arm of congress told a house ways and means trade subcommittee hearing there was still concern for the future of parts of the u.s. textile and apparel industry, but there was more reason for optimism than a few years ago.     ""while textile producers are making significant investments, they could do more,"" ota analyst henry kelly said.     the congressional budget office (cbo), the nonpartisan budget analysis arm of congress, said federal loans or loan guarantees would be preferable options for congress rather than increased trade protection which could lead to foreign retaliation.     cbo analyst edward gramlich said past trade protections, first imposed in the 1950's have had only a small benefit for profits and investments of domestic firms.     trade subcommittee chairman, rep. sam gibbons, said the agencies analyses seemed to agree with his opinion against congressional approval of protectionist textile quota legislation aimed mainly at western europe, japan and other asian textile producing countries.     president reagan last year vetoed a textile protection bill but it was reintroduced in this session of congress and is expected to be voted on in the house this year.     however, approval this year is in doubt because passage of a major trade bill without specific protections for textiles showed a weakening of support for the legislation.     most u.s. producers have fallen behind other foreign producers in the use of modern textile and apparel production equipment and net imports are growing faster than the domestic markets, kelly said.     he added that private investment in the textile and clothing industry in 1983 of 0.5 pct was less than one-seventh the average manufacturing investment of 3.9 pct.     despite existing import quotas and tariffs, imports of textiles grew 26 pct in 1986 and imports of apparel grew 14 pct while u.s. production rose only 1.9 pct.     ""the traditional industry seems destined to be replaced by new technology, imports, or some combination of both. while the industry may not be able to compete in all domestic markets that it enjoyed twenty years ago, the results of our research indicate that portions of the domestic market can be recovered, and that exports can be expanded,"" kelly said.  reuter ;","('trade',)","('trade',)"
1846,"asarco lowers copper price 1.50 cts to 67 cts asarco inc said it is decreasing its domestic delivered copper cathode price by 1.50 cents to 67.0 cents a lb, effective immediately.  reuter ;","('copper',)","('copper',)"
1847,"home savings bank <hmsb> 1st qtr net shr 51 cts vs not given     net 6,089,000 vs 7,310,000     note: company went public in november 1986.     net includes loan loss provisions of 75,000 dlrs vs 30,000 dlrs and gains on sale of securities of 756,000 dlrs vs 2,468,000 dlrs pretax.     1986 net includes tax credit 1,022,000 dlrs.     1987 net includes 2,400,000 dlr gain from tax credit resulting in reduction of goodwill.  reuter ;","('earn',)","('earn',)"
1848,"wickes cos inc <wix> 4th qtr loss shr loss two cts vs profit 14 cts     net loss 2,515,000 vs profit 28,569,000     sales 1.41 billion vs 885.2 mln     avg shrs 239.2 mln vs 104.4 mln     year     shr profit 33 cts vs profit 47 cts     net profit 83,750,000 vs profit 76,130,000     sales 4.77 billion vs 2.81 billion     avg shrs 198.8 mln vs 98.3 mln     note: current qtr and year figures include gains on securities sales of 3.9 mln dlrs and 38 mln dlrs, respectively.     prior qtr and year figures include gain on securities sales of 3.9 mln dlrs.     current qtr and year figures include extraordinary loss of 6.9 mn dlrs and gain of 9.9 mln dlrs, respectively.     prior qtr and year figures include operating loss carryforward gains of 7.6 mln dlrs and 35.5 mln dlrs, respectively.     prior qtr and year figures include gains from discontinued operations of 6.6 mln dlrs and 12.6 mln dlrs, respectively.  reuter ;","('earn',)","('earn',)"
1849,"investors set deadline for japan fund <jpn> an investor group that includes t. boone pickens iii said it set a deadline of 1600 est on march 11 for its offer to acquire japan fund inc.     the group, which also includes <sterling grace capital management inc lp> and <anglo american security fund lp>, said it was willing to deposit in escrow 100,000 japan fund shares, worth about two mln dlrs, to insure its ability to obtain financing if japan fund approves its offer.     the group said japan fund has not responded to its offer, worth about 525 mln dlrs at current market prices.  reuter ;","('acq',)","('acq',)"
1850,"norway approves trade ban against south africa norway's parliament has approved an extensive trade ban against south africa but left shipowners a key loophole through which controversial oil shipments on norwegian tankers may continue, government officials said.     the unilateral boycott, proposed by norway's minority labour government, gives domestic companies until late september to cut remaining trade ties with south africa and namibia.     ""the legislation discussed today must not be seen as an isolated measure, but as a step in an international process,"" norway's foreign minister thorvald stoltenberg told parliament.     government officials said they hope the move will intensify international pressure against the pretoria regime's apartheid policies. sweden, in a similar move last week, promised to halt all trade with south africa by october.     norway's boycott, although forbidding crude oil shipments to south africa on norwegian-owned tankers, makes an important exception for ships whose final destination is decided while they are at sea.     oil cargoes are often resold by trades after loading, making it difficult for shipowners to know their ships' final port at the start of a voyage.     critics said the bill leaves the door open for continued oil shipments to south africa. they called for stricter sanctions to stop all norwegian shipping to south africa.     norwegian tankers supplied south africa with about 30 pct of its crude imports during the early 1980s, but the trade has dropped sharply to just one cargo in the last three months, trade ministry officials said.     the latest trade figures show norwegian imports from south africa dropped 36 pct to 160 mln crowns during the first eight months of 1986, while exports plunged 52 pct to 265 mln crowns from the year-ago figure.     ""many would say that the law has already had its effect because of the dramatic drop in trade between south african and norway,"" foreign ministry spokesman per paust told reuters.     ""norwegian business at an early stage started restructuring its relations with south africa in anticipation of the law.     ""no one has said the boycott will have a profound effect on international trade with south africa, but it is an important political statement by the norwegian government,"" he said.     the oslo government said it will review the effects of the ban on norwegian industry after two years and may propose amendments if industry can show it is hurt by the law.     norwegian imports from south africa are limited mainly to high-grade manganese and coppernickle ores used in it ferro-alloys and light metals industries.     metals manufacturers estimate some 2,000 jobs could be affected by the boycott is suitable replacements for these ores are not found.     the legislation now goes on to the upper house for formal ratification later this week, parliamentarians said.  reuter ;","('crude', 'ship', 'trade')","('trade',)"
1851,"japan study urges foreign access to farm markets japan should increase foreign access to its farm products market, while encouraging further development of domestic agriculture, a government report said.     the white paper on agriculture for the year ended march 31 said active participation in writing world farm trade rules at the next round of general agreement on tariffs and trade (gatt) talks will help prepare japan to improve access.     agriculture ministry sources said the paper marked an easing in japan's tough position on agricultural imports which stressed the need for strict controls on some products to maintain self-sufficiency in food.     japan now produces only 30 pct of its annual grain needs, down from 61 pct some 20 years ago, official figures show.     the paper said japanese agriculture has been slow to improve productivity and demand/supply imbalances.     the relative shortage of farmland in japan is mainly responsible for higher domestic prices, it said.     the strong yen has meant lower input material prices but has also resulted in higher agricultural imports which has worsened working conditions among part-time farmers, the paper said.     this could make it difficult to improve the industry's structure, the paper said.     to solve these problems and to reduce farm product prices to more reasonable levels, japan should try to restructure the the agricultural sector to improve productivity and make it self-supporting, it said.  reuter ;","('grain',)","('trade',)"
1852,"raleigh federal savings bank <rfbk.o> 3rd qtr shr 38 cts     net 1.3 mln vs 668,000     nine mths     shr 84 cts     net 2,892,000 vs 2,200,000     note: company converted to stock ownership in july  reuter ;","('earn',)","('earn',)"
1853,"admac inc <jpac> 3rd qt jan 31 loss shr loss 1.51 dlrs vs profit eight cts     net loss 7,377,000 vs profit 384,000     sales 1,593,000 vs 4,366,000     nine mths     shr loss 2.24 dlrs vs profit 16 cts     net loss 11,083,000 vs profit 628,000     sales 6,517,000 vs 12.6 mln     avg shrs 4,941,000 vs 3,926,000  reuter ;","('earn',)","('earn',)"
1854,"royal dutch/shell group of cos 4th qtr net shr royal dutch petroleum co <rd> 2.30 dlrs vs 2.90 dlrs     final royal dutch dividend of 8.30 guilders for total 12.80 guilders vs 12.80 guilders for 1985     shr shell transport and trading co plc <sc> 1.38 dlrs vs 1.65 dlrs     final shell transport dividend 118.0 pence for total of 172.0 pence vs 140.0 pence for 1985     group net 1.07 billion vs 1.24 billion     group sales 20.42 billion vs 25.84 billion     year     shr royal dutch 8.65 dlrs vs 9.11 dlrs     net shell transport 4.78 dlrs vs 5.16 dlrs     group net 3.71 billion vs 3.88 billion     group sales 81.40 billion vs 94.57 billion     notes: group is 60 pct owned by royal dutch and 40 pct by shell transport     dollar amount of royal dutch dividend will depend on guilder/dollar exchange rate on may 14. final dividend is payable june 16 to holders of record may 26     shell transport dividend and per share results based on new york shares, which are equal to four ordinary shares. dollar final dividend will be determined by sterling/dollar exchange rate may 18. at current rate, with tax credits, is equal to 2.59 dlrs. final dividend is payable may 28 to holders of record april 10     fourth quarter u.s. dollar figures for group translated from sterling at average rate of exchange for the quarter which was 1.43 dlrs per pound in 1986 and 1.44 dlrs in 1985. full year u.s. dollar figures are sum of sterling translations to u.s. dollars for first, second, third and fourth quarters     net includes fifo inventory gain 217 mln dlrs vs loss 80 mln dlrs in quarter and loss 1.23 billion dlrs vs loss 178 mln dlrs in year. if lifo accounting had been used, company said, royal dutch per share net would have been 1.78 dlrs vs 3.17 dlrs in quarter and 11.60 dlrs vs 9.53 dlrs in year, shell transport per share net would have been 1.10 dlrs vs 1.81 dlrs in quarter and 6.36 dlrs vs 5.40 dlrs in year     net includes restructuring credit 114 mln dlrs vs charge 72 mln dlrs in quarter and credit 67 mln dlrs vs charge 467 mln     per share impact of restructuring on royal dutch was credit 27 cts vs charge 17 cts in quarter and credit 16 cts vs charge 1.10 dlrs in year, on shell transport was credit 15 cts vs charge 10 cts in quarter and credit nine cts vs charge 62 cts in year     net also includes currency exchange losses of 20 mln dlrs vs 69 mln dlrs in quarter and 170 mln dlrs vs 401 mln dlrs in year. exchange losses had per share impact on royal dutch of 14 cts vs 31 cts in quarter and 96 cts vs 1.26 dlrs in year and on shell transport of eight cts vs 17 cts in quarter and 51 cts vs 71 cts in year.  reuter ;","('earn',)","('earn',)"
1855,"howard b. wolf inc <hbw> 3rd qtr feb 28 net shr two cts vs three cts     net 21,080 vs 35,393     revs 2,026,017 vs 2,476,068     nine mths     shr five cts vs six cts     net 48,567 vs 59,527     revs 6,231,242 vs 6,519,473  reuter ;","('earn',)","('earn',)"
1856,"norway extends 7.5 pct oil output cut - ministry norway will extend its 7.5 pct cutback in planned north sea oil output in support of opec from july 15 until the end of this year, oil ministry spokesman egil helle told reuters.     ""we took a very positive view of the opec meeting in vienna,"" he said. ""the accord reached there means stability in the oil market and we shall continue making our contribution.""     the cuts, originally brought in from february 1, would probably be officially approved on july 10 by parliament, helle said. the ministry had written to norway's oil companies and would now discuss with them how best to implement the cuts.     opec agreed this weekend in vienna on an output ceiling of 16.6 mln barrels per day (bpd) for the rest of 1987 and retained the fixed prices that were set in its december accord based on an 18 dlr per barrel reference point.     opec's first half 1987 output ceiling was 15.8 mln bpd, and it's december pact had provisionally set a third quarter ceiling of 16.6 mln bpd, rising to 18.3 mln in the fourth quarter.     norway, which pumps around one mln bpd from its offshore fields, previously said it would continue its output curbs from planned production for the rest of the year if opec remained within its december accord on output and prices.     norway's oil production rose 10 pct to an average of around 840,000 bpd in 1986. since then it has risen to around one mln bpd, and is expected to reach about 1.5 mln bpd by 1995.     the 7.5 pct cut from planned production implemented since february reduced norway's oil output by about 80,000 bpd.     norway's oil minister arne oeien, currently in iceland for a meeting of nordic ministers, has made no official statement on the latest oil production cutbacks.     over the past year several other leading non-opec producers, including the soviet union, mexico, china, malaysia and egypt have also pledged support for opec's bid to keep prices stable.     norway decided on the initial round of cuts following an opec agreement last december which boosted oil prices to around 18 dlrs per barrel from around 14 to 15 dlrs last december.     norway relies on oil for about 40 pct of its total export earnings and was hit hard by the collapse in the oil price during the first half of 1986.     but firmer oil prices since then have brought some stability to the economy and helped narrow the foreign trade deficit.      norway's north sea neighbour britain has consistently refused to cooperate with opec output cuts saying it is up to the producing oil companies to set the levels of production.  reuter ;","('crude',)","('crude',)"
1857,"chrysler, lamborghini still in joint venture talks joint venture talks that could lead to chrysler corp <c> taking a stake in italian car maker <automobili lamborghini spa> are continuing, a lamborghini spokesman said.     he told reuters the two companies are discussing a number of topics ranging from ""a joint venture in the production area to chrysler becoming a shareholding partner"" in the italian firm.     the spokesman declined to comment on whether chrysler was interested in acquiring control of lamborghini or if the two sides were close to an accord.     he said the two companies are discussing the possibility of jointly developing a sports car aimed primarily at the u.s. market.     the spokesman said chrysler officials in detroit had already visited lamborghini's production plant in bologna and another visit may be scheduled.     lamborghini, which is controlled by the mimran group of switzerland, broke even last year on sales of 29 billion lire, he said.     chrysler also holds a 15 pct interest in italian sports car producer <alfieri maserati spa>.  reuter ;","('acq',)","('acq',)"
1858,"japan rejects u.s. objections to fairchild sale a foreign ministry official dismissed arguments made by senior u.s. government officials seeking to block the sale of a u.s. microchip maker to a japanese firm.     ""they appear to be linking completely unrelated issues,"" shuichi takemoto of the foreign ministry's north american division told reuters.     u.s. commerce secretary malcolm baldrige has asked the white house to consider blocking the sale of <fairchild semiconductor corp> to japan's fujitsu ltd <itsu.t>, u.s. officials said yesterday.     baldrige expressed concern that the sale would leave the u.s. military dependent on a foreign company for vital high technology equipment. pentagon officials said defence secretary caspar weinberger also opposes to the sale.     u.s. officials have also said the sale would give fujitsu a powerful role in the u.s. market for supercomputers while japan's supercomputer market remains closed to u.s. sales.     takemoto said national security should not be an issue since the planned purchase of fairchild from its current owner, schlumberger ltd <slb>, does not include fairchild's main defence-related division.     in addition, takemoto said tension over the supercomputer trade should not affect the sale as fairchild does not make supercomputers.     analysts noted that fairchild does make sophisticated microchips used in supercomputers. fujitsu makes similar chips and supplies them to u.s. supercomputer makers, they said.     takemoto also dismissed u.s. fears that the proposed takeover would violate u.s. antitrust law, saying ""the purchase would not result in fujitsu monopolising the u.s. semiconductor market.""     two separate issues appear to have come together to boost pressure to block the purchase, industry analysts said.     the move is in part an attempt to force japan to open its domestic market to more u.s. supercomputer sales, they said.     u.s. officials have repeatedly charged that the japanese public sector is closed to u.s. supercomputer sales despite u.s. firms' technological lead in the field.     ""the united states believes japan will only react when bullied, and this is a bullying ploy,"" salomon brothers asia analyst carole ryavec said.     however, the analysts said more is at stake than supercomputer sales as the u.s. fears it is losing its vital semiconductor industry to japanese competitors.     ""the real issue is xenophobia in (the u.s.) silicon valley,"" said tom murtha of brokerage james capel and co.     u.s.-japanese tension over the semiconductor trade has failed to subside despite recent efforts by japan's ministry of international trade and industry (miti) to get japanese firms to abide by a bilateral pact aimed at halting predatory pricing and opening japan's market.     a miti official said that while japan is faithfully abiding by the agreement, problems remain in halting the sale of microchips in europe and southeast asia at prices below those set by the pact.     ""it is only a matter of time before we solve this problem,"" he told reuters.     despite the furore, fujitsu will proceed with talks on the acquisition in line with the basic agreement reached with schlumberger last year, a fujitsu spokeswoman told reuters.  reuter ;","('acq',)","('trade',)"
1859,"telxon corp <tlxn> sees higher revenues telxon corp reported it expects revenues for the quarter ending march 31 to be between 26 to 28 mln dlrs.     the company said earnings per share for the period should be between 23 cts to 26 cts.     ""the company is making an announcement at this time in response to analysts fourth quarter revenues and earnings per share estimates of 29 mln to 32 mln and 24 cts to 30 cts, respecivtely,"" said raymond meyo, president and chief executive officer.     telxon recorded revenues of 24.2 mln dlrs for the quarter last year, and earnings per share of 22 cts, adjusted for a three-for-two stock split in may 1986.  reuter ;","('earn',)","('earn',)"
1860,"volcker says further sizeable decline in dollar could be counterproductive
","('dlr', 'money-fx')","('trade',)"
1861,"exotic newcastle disease in md/new york-usda exotic newcastle, a highly contagious disease of pet birds and poultry, has been confirmed in two pet-bird dealer facilities in maryland, and new york, the u.s. agriculture department said.     the department said no domestic poultry are involved in the outbreak.     state quarantines have been placed on the two facilities, in hunt valley, maryland, and schenectady, new york.     the most serious u.s. outbreak of the disease occurred in 1971-73 in southern california, where the disease spread from infected pet birds to a dense poultry population and nearly 12 mln birds, mostly laying hens, were destroyed at a cost of 56 mln dlrs, the department said.  reuter ;","('carcass', 'livestock')","('acq',)"
1862,"ec commission has open attitude on steel quotas the ec commission said it was adopting an ""open attitude"" about whether a system of production quotas should remain for the indefinite future on heavy steel products which account for about 45 pct of all ec steel goods.     in a statement, the commission reiterated its view that the industry needs to lose between 25 and 30 mln tonnes of capacity by 1990. it had previously said the quota system, started in 1980, should be wound up completely by the end of next year.     the industry has argued for the maintenance of existing quotas, which cover almost 70 pct of all output, saying almost all steelmakers are losing money due to the depressed market.  reuter ;","('iron-steel',)","('coffee',)"
1863,"banner <bnr> completes tender for rexnord <rex> banner industries inc said 19.8 mln of the outstanding 20 mln shares in rexnord inc were tendered pursuant to its 26.25 dlr a share offer that closed at midnight est feb 27.     together with the five mln rexnard shares it already owns, the company said it now holds a 97 pct stake in the company.     it said the completion of the deal is subject to approval by rexnard holders and to other closing conditions. it expects the deal to close in about 60 days.  reuter ;","('acq',)","('acq',)"
1864,"on-line software <osi> 3rd qtr feb 28 net shr primary 34 cts vs 17 cts     shr diluted 33 cts vs 17 cts     net 1,487,000 vs 686,000     rev 19.8 mln vs 8.8 mln     nine months     shr primary 77 cts vs 43 cts     shr diluted 75 cts vs 43 cts     net 3,240,000 vs 1,710, 000     rev 42.2 mln vs 25.0 mln     note: company's full name is on-line software international inc.     the qtr and year-to-date results include the operations, since the end of october 1986, of a business purchase from martin marietta corp <ml>.     in fiscal 1987 ending may 31 the company initially adopted fasb statement number 86 and, as required, capitalized certain software deveopment costs. during the qtr and nine months period ended febraury 28, 1987 the company capitalized pre-tax amounts of 746,000 dlrs and 1,445,000 dlrs of development costs, respectively.  reuter ;","('earn',)","('earn',)"
1865,combustion engineering inc <csp> regular div qtly div 25 cts vs 25 cts prior     pay april 30     record april 16  reuter ;,"('earn',)","('earn',)"
1866,"aaron brothers art marts inc <aarn> 4th qtr net qtr ended jan 31     shr 48 cts vs 38 cts     net 1,171,000 vs 794,000     revs 15.6 mln vs 14.0 mln     year     shr 85 cts vs eight cts     net 1,831,000 vs 266,000     revs 50.4 mln vs 46.5 mln  reuter ;","('earn',)","('earn',)"
1867,"french institute pessimistic on 1987 growth french gross domestic product will grow by only 1.5 pct in real terms this year, compared with the government's forecast of two to 2.5 pct growth, the private institut des previsions economiques et financieres pour le developpement des entreprises (ipecode) said.     however, it expects growth to recover next year to the 1986 level of two pct.     ipecode said demand and production would develop in parallel this year, in contrast to last year when production was unable to keep pace with the strong rise in domestic demand, unleashing higher import demand.     claims on the international monetary fund (imf) rose by 298 mln francs to 19.61 billion francs, due to net withdrawals in francs by member nations, and an increase in reserves of special drawing rights (sdrs) due mainly to the repayment of french debts.     its deficit with the european monetary cooperation fund (fecom) remained unchanged in february at 33.90 billion francs.     french household consumption, which rose by 3.1 pct last year, is likely to grow by just 1.1 pct this year and 1.5 pct in 1988, it added.     industrial investment is expected to rise by 4.3 pct this year and 5.5 pct in 1988, down from 6.5 pct in 1986.     inflation, which was running at 2.1 pct at the end of 1986, is likely to rise to 2.9 pct at the end of this year, ipecode said, while the government has forecast 2.5 pct.     however, the institute said inflation would fall back to 2.5 pct at the end of 1988, ""provided that real wage costs remain within the framework of productivity rises.""  reuter ;","('gnp',)","('gnp',)"
1868,"former treasury official urges currency reforms former treasury official c. fred bergsten said a new exchange rate system is needed to replace the fixed and flexible exchange rate systems which he said had not worked.     ""i prefer a move to 'target zones' in which the major countries would determine ranges of 15-20 pct within which they would pledge to hold their exchange rates by direct intervention and, as necessary, by changes in monetary and other policies,"" bergsten, now the director of the institute for international economics, said in a statement to a house banking subcommittee.     ""the substantial correction of the exchange rate that has occurred since early 1985 is enormously welcome, and should produce a sizeable reduction in the u.s. trade deficit this year and next, but the imbalance will not fall much below 100 billion dlrs on present policies, so much more is needed,"" he said.  reuter ;","('money-fx',)","('trade',)"
1869,"allegheny international <ag> sells wilkinson allegheny international inc said it sold its wilkinson sword consumer group to the <swedish match co> of stockholm for for 230 mln dlrs.     after settlement of intercompany transactions between the wilkinson sword groups and allegheny, the net payment by swedish match will amount to about 160 mln dlrs.     the wilkinson sword group was transferred to the swedish match co today except for companies in certain countries where approval from government authorities is required, the company said.     allegheny said it acquired a 44 pct interest in wilkinson, then known as wilkinson match ltd, in 1978, and the remaining  share in 1980.     this divestiture is part of allegheny's overall restructuring program and strategy to concentrate primarily on its north american consumer products business, the company said.  reuter ;","('acq',)","('acq',)"
1870,"patrick petroleum co <ppc> 4th qtr net shr nil vs one ct     net 59,608 vs 95,909     revs 2,921,629 vs 2,918,682     avg shrs 7,062,172 vs 7,273,020     year     shr loss 1.22 dlrs vs profit 27 cts     net loss 8,812,432 vs profit 1,847,560     revs 3,070,327 vs 3,195,710     avg shrs 7,187,941 vs 6,828,368  reuter ;","('earn',)","('earn',)"
1871,"american republic bancorp <arbc.o> 3rd qtr net shr profit 32 cts vs profit nine cts     net profit 413,000 vs profit 63,000     avg shrs 1,278,360 vs 728,476     nine mths     shr profit 68 cts vs loss 57 cts     net profit 708,000 vs loss 415,000     avg shrs 1,041,697 vs 728,476  reuter ;","('earn',)","('earn',)"
1872,public service enterprise <peg> two mths net periods ended february 28     shr 89 cts vs 87 cts     net 119.5 mln vs 114.6 mln     revs 872.3 mln vs 917.4 mln     avg shrs 134.9 mln vs 131.7 mln     12 mths     shr 2.87 dlrs vs 3.32 dlrs     net 383.4 mln vs 413.5 mln     revs 4.5 billion vs 4.4 billion     avg shrs 133.7 mln vs 124.7 mln     notes: year ago results restated to reflect application of new accounting for disallowances     full name is public service enterprise group inc  reuter ;,"('earn',)","('earn',)"
1873,"fn results hit by strikes, dollar in 1986 fabrique nationale herstal sa <fnhb.br> said it suffered a net loss of 2.99 billion francs last year after being hit by strikes, the falling dollar and declining oil prices.     an fn statement said the loss, which compared with a 6.8 mln franc profit the previous year, included considerable charges for restructuring in 1986 and 1987. without these the net loss would have been 1.45 billion francs, it said.     it added that the restructuring plan would allow the firm to return to long term profitability once it had been approved by local authorities, banks and the workforce.  reuter ;","('earn',)","('earn',)"
1874,"grain ships loading at portland there were six grain ships loading and eight ships were waiting to load at portland, according to the portland merchants exchange.     reuter ;","('grain', 'ship')","('grain', 'ship')"
1875,"mercury savings and loan <msl> 3rd qtr loss shr loss 39 cts vs profit 44 cts     net loss 2,169,000 vs profit 2,417,000     nine mths     shr profit 56 cts vs profit 1.68 dlrs     net profit 3,111,000 vs profit 9,317,000     note: full name mercury savings and loan association '  reuter ;","('earn',)","('earn',)"
1876,"colonial bancgroup <clbga> buys destin bank colonial bancgroup said it agreed to buy <first national bank of destin> for an undisclosed sum.     the company said if it is approved, the sale will mark its second move to acquire a florida bank.     it said it signed a letter of intent to buy liberty bank of pensacola in april.  reuter ;","('acq',)","('acq',)"
1877,"brown transport <btci> sees record 1987 net brown transport co said it expects to report record 1987 results with revenues increasing to 214 mln dlrs and earnings per share between 1.25 dlrs and 1.30 dlrs.     brown reported 1986 net income of 1.05 dlrs per share, or 5.45 mln dlrs, on revenues of 191.7 mln dlrs.     last week the company declared an initial quarterly dividend of four cts.     the company said it will begin paying a regular quarterly dividend in the second quarter but the board has not yet determined the exact amount.  reuter ;","('earn',)","('earn',)"
1878,"rexham corp <rxh> 1st qtr net shr 70 cts vs 42 cts     net 2,918,000 vs 1,746,000     sales 68.3 mln vs 53.5 mln     note: 1987 net includes pretax gain 400,000 dlrs from change in pension accounting.     1987 results include production graphics corp and systems technology and weapons system test divisions of new technology inc, acquired december 30, 1986.  reuter ;","('earn',)","('earn',)"
1879,"canadian roxy in new alberta oil discovery <canadian roxy petroleum ltd> said a new oil discovery in the peerless lake area of north-central alberta is capable of flowing at over 1,000 barrels of oil a day from a lower zone and more than 1,500 barrels a day from a separate upper zone.     canadian roxy has a 35 pct interest in the five-year royalty free well, known as the canadian roxy et al trout a14-8-89-3 w5m. texaco canada inc holds 25 pct, mlc oil and gas ltd 15 pct, northstar energy corp 13.5 pct and tricentrol oils ltd 11.5 pct.     canadian roxy said drilling has started on a follow-up exploratory well about one mile northwest of the discovery well.     the company said it holds a net 6,500 acres in the vicinity of the discovery and a seismic program is underway to evaluate further drilling opportunities.  reuter ;","('crude',)","('crude',)"
1880,"nynex increases qtrly div to 95 cts from 87 cts end of body
","('earn',)","('earn',)"
1881,"hicks and haas group gets financing for spectradyne acquisition
","('acq',)","('acq',)"
1882,"tandy brands <tab> sells unit tandy brands inc said it sold its grate home and fireplace division to an investor group that includes some members of grate's management for 1,600,000 dlrs in cash and secured notes.     the company said the sale will not materially offset the 9,848,000 dlr non-recurring charge it took against the sale of the division.  reuter ;","('acq',)","('acq',)"
1883,"deposit guaranty corp <deps> 1st qtr net shr 1.11 dlrs vs 1.10 dlrs     shr diluted 1.03 dlrs vs 1.02 dlrs     net 8,186,000 vs 8,114,000  reuter ;","('earn',)","('earn',)"
1884,"union votes to strike dakota city ibp plant the united food and commercial workers union, local 222 said its members voted sunday to strike the iowa beef processors inc dakota city, neb., plant, effective tuesday.     the company said it submitted its latest offer to the union at the same time announcing that on tuesday it would end a lockout that started december 14.     union members unanimously rejected the latest company offer that was submitted to the union late last week, ufcw union spokesman allen zack said.  reuter ;","('carcass', 'livestock')","('carcass', 'livestock')"
1885,"fed approves chemical bank acquisition of texas commerce bancshares
","('acq',)","('acq',)"
1886,"bank sees modest recovery in gulf arab economies the emirates industrial bank has predicted a modest economic recovery in the gulf arab states following higher oil revenues.     a bank study, carried by the emirates news agency wam, said total oil revenues of the six gulf cooperation council (gcc) countries were likely to reach 39 billion dlrs this year from 33.5 billion in 1986.     the gcc groups bahrain, kuwait, oman, qatar, saudi arabia and the united arab emirates (uae).     the bank said the improvement would result from higher oil prices made possible by last december's opec accord to restrain overall group production.     these curbs have pushed up oil prices from around eight dollars a barrel in mid-1986 to around 18 dlrs.     ""all signs point to the possibility of a modest recovery in the economies of these (gcc) countries, although this expected growth will not be similar to that of the (1970s) boom years,"" the study said.     it added, however, that gcc states would experience higher budget deficits this year because of needs arising from past recession and the difficulty of making fresh spending cuts.     the study said the combined gcc bugdet deficits would rise to 23.2 billion dlrs from 17.9 billion last year.     it said lower oil exports cut the gcc states' combined trade surplus to 18 billion dlrs in 1986 from 21.5 billion in 1985.     the uae suffered a 19.5 pct drop in gross domestic product to 77.6 billion dirhams last year from 96.4 billion in 1985, it added.  reuter ;","('crude',)","('crude',)"
1887,"reagan says u.s. must do more to lessen reliance on foreign oil
","('crude',)","('crude',)"
1888,"mexico silver policies unchanged, officials say mexico's policies for silver production and sales have not changed despite peru's decision last week to freeze its silver sales, government mining and central bank officials said.     the officials also expressed doubt that such a policy change was in the works.     mexico is the world's leading silver producer and had an output of about 73.9 mln troy ounces last year, according to preliminary government figures.     peru, the world's second leading silver producer, last week suspended sales of the precious metal in what authorities in lima said was an effort to protect its price in an unstable market.     since the decision, peruvian officials have said they will discuss cooperation in the silver market with mexican officials in scheduled meetings.     last week, peruvian central bank president leonel figueroa and the head of the central bank of mexico, miguel mancera aguayo met in mexico city in private talks said aimed at consolidating the upward trend of silver prices.     mexican minister of energy and mines, alfredo del mazo, is also expected to meet soon with his peruvian counterpart, wilfredo huayta.     however, no mexican decision has been made to follow the peruvian example of suspending new silver sales, mexican officials said.     one mexican mining sector official working closely with the government's production and sales policy told reuters there have been no changes in policy handed down by the central bank.     ""the same policy that has been followed will be continued,"" said the official, who asked not to be further identified.     a spokesman for the central bank said the bank had no information on any silver policy changes.     an energy and mines ministry spokesman and an official in the ministry's metallurgy department also said no government silver policy change had been made.     the mining sector official also said he doubted mexico would follow peru's policy, reasoning that if the two governments had intended to coordinate silver policies, mexico would have announced a sales suspension along with peru last week.     ""it's very probable a change won't be made,"" the official said.  reuter ;","('silver',)","('silver',)"
